name,img,ranking,score,population,info,year,quote
两杆大烟枪,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p792443418.jpg,66,9.1,520817,"
                            导演: Guy Ritchie   主演: Jason Flemyng / Dexter Fletcher / Nick Moran
                            1998 / 英国 / 剧情 喜剧 犯罪
                        ",1998,4个臭皮匠顶个诸葛亮，盖·里奇果然不是盖的。
情书,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2648230660.jpg,67,8.9,897283,"
                            导演: 岩井俊二 Shunji Iwai   主演: 中山美穗 Miho Nakayama / 丰川悦司 Ets...
                            1995 / 日本 / 剧情 爱情
                        ",1995,暗恋的极致。
穿条纹睡衣的男孩,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1473670352.jpg,68,9.1,457540,"
                            导演: 马克·赫尔曼 Mark Herman   主演: 阿萨·巴特菲尔德 Asa Butterfield ...
                            2008 / 英国 美国 / 剧情 战争
                        ",2008,尽管有些不切实际的幻想，这部电影依旧是一部感人肺腑的佳作。
西西里的美丽传说,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2441988159.jpg,69,8.9,842440,"
                            导演: 朱塞佩·托纳多雷 Giuseppe Tornatore   主演: 莫妮卡·贝鲁奇 Monica ...
                            2000 / 意大利 美国 / 剧情 战争 情色
                        ",2000,美丽无罪。
看不见的客人,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2498971355.jpg,70,8.8,1059902,"
                            导演: 奥里奥尔·保罗 Oriol Paulo   主演: 马里奥·卡萨斯 Mario Casas / 阿...
                            2016 / 西班牙 / 剧情 犯罪 悬疑 惊悚
                        ",2016,你以为你以为的就是你以为的。
飞越疯人院,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p792238287.jpg,71,9.1,489095,"
                            导演: 米洛斯·福尔曼 Miloš Forman   主演: 杰克·尼科尔森 Jack Nichols...
                            1975 / 美国 / 剧情
                        ",1975,自由万岁。
拯救大兵瑞恩,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1014542496.jpg,72,9.0,557742,"
                            导演: 史蒂文·斯皮尔伯格 Steven Spielberg   主演: 汤姆·汉克斯 Tom Hanks...
                            1998 / 美国 / 剧情 战争
                        ",1998,美利坚精神输出大片No1.
音乐之声,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p453788577.jpg,73,9.1,517063,"
                            导演: 罗伯特·怀斯 Robert Wise   主演: 朱莉·安德鲁斯 Julie Andrews / 克...
                            1965 / 美国 / 剧情 传记 爱情 歌舞
                        ",1965,用音乐化解仇恨，让歌声串起美好。
小鞋子,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2165511465.jpg,74,9.2,351122,"
                            导演: 马基德·马基迪 Majid Majidi   主演: 默罕默德·阿米尔·纳吉 Mohamma...
                            1997 / 伊朗 / 剧情 儿童 家庭
                        ",1997,奔跑的孩子是天使。
阿凡达,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2634997853.jpg,75,8.8,1208982,"
                            导演: 詹姆斯·卡梅隆 James Cameron   主演: 萨姆·沃辛顿 Sam Worthington ...
                            2009 / 美国 / 动作 科幻 冒险
                        ",2009,绝对意义上的美轮美奂。
海豚湾,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2559579779.jpg,76,9.3,323224,"
                            导演: 路易·西霍尤斯 Louie Psihoyos   主演: Richard O'Barry / 路易·西霍...
                            2009 / 美国 / 纪录片
                        ",2009,海豚的微笑，是世界上最高明的伪装。
致命魔术,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p480383375.jpg,77,8.9,741112,"
                            导演: 克里斯托弗·诺兰 Christopher Nolan   主演: 休·杰克曼 Hugh Jackman...
                            2006 / 英国 美国 / 剧情 悬疑 惊悚
                        ",2006,孪生蝙蝠侠大战克隆金刚狼。
沉默的羔羊,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1593414327.jpg,78,8.9,747111,"
                            导演: 乔纳森·戴米 Jonathan Demme   主演: 朱迪·福斯特 Jodie Foster / 安...
                            1991 / 美国 / 剧情 犯罪 惊悚
                        ",1991,安东尼·霍普金斯的顶级表演。
美国往事,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p477229647.jpg,79,9.2,355929,"
                            导演: 赛尔乔·莱翁内 Sergio Leone   主演: 罗伯特·德尼罗 Robert De Niro ...
                            1984 / 美国 意大利 / 犯罪 剧情
                        ",1984,往事如烟，无处祭奠。
哈利·波特与死亡圣器(下),https://img9.doubanio.com/view/photo/s_ratio_poster/public/p917846733.jpg,80,8.9,689553,"
                            导演: 大卫·叶茨 David Yates   主演: 丹尼尔·雷德克里夫 Daniel Radcliffe...
                            2011 / 美国 英国 / 奇幻 冒险
                        ",2011,10年的完美句点。
禁闭岛,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p450262388.jpg,81,8.8,823484,"
                            导演: Martin Scorsese   主演: 莱昂纳多·迪卡普里奥 Leonardo DiCaprio / ...
                            2010 / 美国 / 剧情 悬疑 惊悚
                        ",2010,昔日翩翩少年，今日大腹便便。
蝴蝶效应,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2209066019.jpg,82,8.8,804834,"
                            导演: 埃里克·布雷斯 Eric Bress / J·麦基·格鲁伯 J. Mackye Gruber   主...
                            2004 / 美国 加拿大 / 剧情 悬疑 科幻 惊悚
                        ",2004,人的命运被自己瞬间的抉择改变。
布达佩斯大饭店,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2178872593.jpg,83,8.9,773212,"
                            导演: 韦斯·安德森 Wes Anderson   主演: 拉尔夫·费因斯 Ralph Fiennes / ...
                            2014 / 美国 德国 英国 / 剧情 喜剧 冒险
                        ",2014,小清新的故事里注入了大历史的情怀。
心灵捕手,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p480965695.jpg,84,8.9,608632,"
                            导演: 格斯·范·桑特 Gus Van Sant   主演: 马特·达蒙 Matt Damon / 罗宾·...
                            1997 / 美国 / 剧情
                        ",1997,人生中应该拥有这样的一段豁然开朗。
低俗小说,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1910902213.jpg,85,8.9,715546,"
                            导演: 昆汀·塔伦蒂诺 Quentin Tarantino   主演: 约翰·特拉沃尔塔 John Tra...
                            1994 / 美国 / 剧情 喜剧 犯罪
                        ",1994,故事的高级讲法。
春光乍泄,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p465939041.jpg,86,9.0,539962,"
                            导演: 王家卫 Kar Wai Wong   主演: 张国荣 Leslie Cheung / 梁朝伟 Tony Leu...
                            1997 / 中国香港 日本 韩国 / 剧情 爱情 同性
                        ",1997,爱情纠缠，男女一致。
七宗罪,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2219586434.jpg,87,8.8,828717,"
                            导演: 大卫·芬奇 David Fincher   主演: 摩根·弗里曼 Morgan Freeman / 布...
                            1995 / 美国 / 剧情 犯罪 悬疑 惊悚
                        ",1995,警察抓小偷，老鼠玩死猫。
摩登时代,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2263408369.jpg,88,9.3,252372,"
                            导演: 查理·卓别林 Charles Chaplin   主演: 查理·卓别林 Charles Chaplin ...
                            1936 / 美国 / 剧情 喜剧 爱情
                        ",1936,大时代中的人生，小人物的悲喜。
喜剧之王,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2579932167.jpg,89,8.8,828726,"
                            导演: 周星驰 Stephen Chow / 李力持 Lik-Chi Lee   主演: 周星驰 Stephen Ch...
                            1999 / 中国香港 / 喜剧 剧情 爱情
                        ",1999,我是一个演员。
致命ID,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2558364386.jpg,90,8.8,693971,"
                            导演: 詹姆斯·曼高德 James Mangold   主演: 约翰·库萨克 John Cusack / 雷...
                            2003 / 美国 / 剧情 悬疑 惊悚
                        ",2003,最不可能的那个人永远是最可能的。
被嫌弃的松子的一生,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p884763596.jpg,91,8.9,625406,"
                            导演: 中岛哲也 Tetsuya Nakashima   主演: 中谷美纪 Miki Nakatani / 瑛太 E...
                            2006 / 日本 / 剧情 歌舞
                        ",2006,以戏谑来戏谑戏谑。
杀人回忆,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1633113220.jpg,92,8.9,589847,"
                            导演: 奉俊昊 Joon-ho Bong   主演: 宋康昊 Kang-ho Song / 金相庆 Sang-kyun...
                            2003 / 韩国 / 剧情 动作 犯罪 悬疑 惊悚
                        ",2003,关于连环杀人悬案的集体回忆。
加勒比海盗,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1596085504.jpg,93,8.8,746918,"
                            导演: 戈尔·维宾斯基 Gore Verbinski   主演: 约翰尼·德普 Johnny Depp / ...
                            2003 / 美国 / 动作 冒险 奇幻
                        ",2003,约翰尼·德普的独角戏。
红辣椒,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p456825720.jpg,94,9.0,372662,"
                            导演: 今敏 Satoshi Kon   主演: 林原惠美 Megumi Hayashibara / 江守彻 Toru...
                            2006 / 日本 / 动画 悬疑 科幻 惊悚
                        ",2006,梦的勾结。
剪刀手爱德华,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p480956937.jpg,95,8.7,930942,"
                            导演: 蒂姆·波顿 Tim Burton   主演: 约翰尼·德普 Johnny Depp / 薇诺娜·...
                            1990 / 美国 / 剧情 奇幻 爱情
                        ",1990,浪漫忧郁的成人童话。
狩猎,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1546987967.jpg,96,9.1,325175,"
                            导演: 托马斯·温特伯格 Thomas Vinterberg   主演: 麦斯·米科尔森 Mads Mik...
                            2012 / 丹麦 瑞典 / 剧情
                        ",2012,人言可畏。
请以你的名字呼唤我,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2505525050.jpg,97,8.9,598451,"
                            导演: 卢卡·瓜达尼诺 Luca Guadagnino   主演: 艾米·汉莫 Armie Hammer / ...
                            2017 / 意大利 法国 巴西 美国 荷兰 德国 / 剧情 爱情 同性
                        ",2017,沉醉在电影的情感和视听氛围中无法自拔。
勇敢的心,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2004174709.jpg,98,8.9,507151,"
                            导演: 梅尔·吉布森 Mel Gibson   主演: 梅尔·吉布森 Mel Gibson / 苏菲·玛...
                            1995 / 美国 / 动作 传记 剧情 历史 战争
                        ",1995,史诗大片的典范。
7号房的礼物,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1816276065.jpg,99,8.9,472172,"
                            导演: 李焕庆 Hwan-kyeong Lee   主演: 柳承龙 Seung-yong Ryoo / 朴信惠 Shi...
                            2013 / 韩国 / 剧情 喜剧 家庭
                        ",2013,《我是山姆》的《美丽人生》。
功夫,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2219011938.jpg,100,8.7,904447,"
                            导演: 周星驰 Stephen Chow   主演: 周星驰 Stephen Chow / 元秋 Qiu Yuen / ...
                            2004 / 中国大陆 中国香港 / 动作 喜剧 犯罪 奇幻
                        ",2004,警恶惩奸，维护世界和平这个任务就交给你了，好吗？
断背山,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2604889017.jpg,101,8.8,624040,"
                            导演: 李安 Ang Lee   主演: 希斯·莱杰 Heath Ledger / 杰克·吉伦哈尔 Jake...
                            2005 / 美国 加拿大 / 剧情 爱情 同性 家庭
                        ",2005,每个人心中都有一座断背山。
超脱,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1305562621.jpg,102,8.9,449313,"
                            导演: 托尼·凯耶 Tony Kaye   主演: 艾德里安·布洛迪 Adrien Brody / 马西...
                            2011 / 美国 / 剧情
                        ",2011,穷尽一生，我们要学会的，不过是彼此拥抱。
哈利·波特与阿兹卡班的囚徒,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1910812549.jpg,103,8.8,571325,"
                            导演: Alfonso Cuarón   主演: 丹尼尔·雷德克里夫 Daniel Radcliffe / Emma...
                            2004 / 英国 美国 / 奇幻 冒险
                        ",2004,不一样的导演，不一样的哈利·波特。
天使爱美丽,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2447590313.jpg,104,8.7,874430,"
                            导演: 让-皮埃尔·热内 Jean-Pierre Jeunet   主演: 奥黛丽·塔图 Audrey Tau...
                            2001 / 法国 德国 / 剧情 喜剧 爱情
                        ",2001,法式小清新。 
入殓师,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2707581855.jpg,105,8.9,557157,"
                            导演: 泷田洋二郎 Yôjirô Takita   主演: 本木雅弘 Masahiro Motoki / ...
                            2008 / 日本 / 剧情
                        ",2008,死可能是一道门，逝去并不是终结，而是超越，走向下一程。
唐伯虎点秋香,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2357915564.jpg,106,8.7,914071,"
                            导演: 李力持 Lik-Chi Lee   主演: 周星驰 Stephen Chow / 巩俐 Li Gong / 陈...
                            1993 / 中国香港 / 喜剧 爱情 古装
                        ",1993,华太师是黄霑，吴镇宇四大才子之一。
第六感,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2220184425.jpg,107,8.9,476075,"
                            导演: M·奈特·沙马兰 M. Night Shyamalan   主演: 布鲁斯·威利斯 Bruce Wi...
                            1999 / 美国 / 剧情 悬疑 惊悚
                        ",1999,深入内心的恐怖，出人意料的结局。
幽灵公主,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1613191025.jpg,108,8.9,459781,"
                            导演: 宫崎骏 Hayao Miyazaki   主演: 松田洋治 Yôji Matsuda / 石田百合...
                            1997 / 日本 / 动画 奇幻 冒险
                        ",1997,人与自然的战争史诗。
重庆森林,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p792381411.jpg,109,8.8,686791,"
                            导演: 王家卫 Kar Wai Wong   主演: 林青霞 Brigitte Lin / 金城武 Takeshi K...
                            1994 / 中国香港 / 剧情 爱情
                        ",1994,寂寞没有期限。
小森林 夏秋篇,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2564498893.jpg,110,9.0,366741,"
                            导演: 森淳一 Junichi Mori   主演: 桥本爱 Ai Hashimoto / 三浦贵大 Takahir...
                            2014 / 日本 / 剧情
                        ",2014,那些静得只能听见呼吸的日子里，你明白孤独即生活。
阳光灿烂的日子,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2564685215.jpg,111,8.8,534302,"
                            导演: 姜文 Wen Jiang   主演: 夏雨 Yu Xia / 宁静 Jing Ning / 陶虹 Hong Tao
                            1994 / 中国大陆 中国香港 / 剧情 爱情
                        ",1994,一场华丽的意淫。
爱在黎明破晓前,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2555762374.jpg,112,8.8,552721,"
                            导演: 理查德·林克莱特 Richard Linklater   主演: 伊桑·霍克 Ethan Hawke ...
                            1995 / 美国 奥地利 瑞士 / 剧情 爱情
                        ",1995,缘分是个连绵词，最美不过一瞬。
一一,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2567845803.jpg,113,9.1,310873,"
                            导演: 杨德昌 Edward Yang   主演: 吴念真 / 李凯莉 Kelly Lee / 金燕玲 Elai...
                            2000 / 中国台湾 日本 / 剧情 爱情 家庭
                        ",2000,我们都曾经是一一。
蝙蝠侠：黑暗骑士崛起,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1706428744.jpg,114,8.8,617221,"
                            导演: 克里斯托弗·诺兰 Christopher Nolan   主演: 克里斯蒂安·贝尔 Christ...
                            2012 / 美国 英国 / 剧情 动作 科幻 犯罪 惊悚
                        ",2012,诺兰就是保证。
菊次郎的夏天,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2620392435.jpg,115,8.8,502814,"
                            导演: 北野武 Takeshi Kitano   主演: 北野武 Takeshi Kitano / 关口雄介 Yus...
                            1999 / 日本 / 剧情 喜剧
                        ",1999,从没见过那么流氓的温柔，从没见过那么温柔的流氓。
消失的爱人,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2221768894.jpg,116,8.7,787575,"
                            导演: 大卫·芬奇 David Fincher   主演: 本·阿弗莱克 Ben Affleck / 罗莎蒙...
                            2014 / 美国 / 剧情 犯罪 悬疑 惊悚
                        ",2014,年度最佳date movie。
无人知晓,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p661160053.jpg,117,9.1,261786,"
                            导演: 是枝裕和 Hirokazu Koreeda   主演: 柳乐优弥 Yûya Yagira / 北浦爱...
                            2004 / 日本 / 剧情
                        ",2004,我的平常生活就是他人的幸福。
超能陆战队,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2614500883.jpg,118,8.7,870354,"
                            导演: 唐·霍尔 Don Hall / 克里斯·威廉姆斯 Chris Williams   主演: 斯科特...
                            2014 / 美国 / 喜剧 动作 科幻 动画 冒险
                        ",2014,Balalala~~~
哈利·波特与密室,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1082651990.jpg,119,8.8,597640,"
                            导演: Chris Columbus   主演: 丹尼尔·雷德克里夫 Daniel Radcliffe / 艾玛...
                            2002 / 英国 美国 / 奇幻 冒险
                        ",2002,魔法的密室之门已打开...
小森林 冬春篇,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2215147728.jpg,120,9.0,327721,"
                            导演: 森淳一 Junichi Mori   主演: 桥本爱 Ai Hashimoto / 三浦贵大 Takahir...
                            2015 / 日本 / 剧情
                        ",2015,尊敬他人，尊敬你生活的这片土地，明白孤独是人生的常态。
完美的世界,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2190556408.jpg,121,9.1,254286,"
                            导演: 克林特·伊斯特伍德 Clint Eastwood   主演: 凯文·科斯特纳 Kevin Cos...
                            1993 / 美国 / 剧情 犯罪
                        ",1993,坏人的好总是比好人的好来得更感人。
倩女幽魂,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2414157745.jpg,122,8.7,635449,"
                            导演: 程小东 Siu-Tung Ching   主演: 张国荣 Leslie Cheung / 王祖贤 Joey W...
                            1987 / 中国香港 / 爱情 奇幻 武侠 古装
                        ",1987,两张绝世的脸。 
爱在日落黄昏时,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2561542458.jpg,123,8.9,456336,"
                            导演: 理查德·林克莱特 Richard Linklater   主演: 伊桑·霍克 Ethan Hawke ...
                            2004 / 美国 法国 / 剧情 爱情
                        ",2004,九年后的重逢是世俗和责任的交叠，没了悸动和青涩，沧桑而温暖。
侧耳倾听,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p456692072.jpg,124,8.9,397860,"
                            导演: 近藤喜文 Yoshifumi Kondo   主演: 本名阳子 Youko Honna / 小林桂树 K...
                            1995 / 日本 / 剧情 爱情 动画
                        ",1995,少女情怀总是诗。
借东西的小人阿莉埃蒂,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p617533616.jpg,125,8.9,471377,"
                            导演: 米林宏昌 Hiromasa Yonebayashi   主演: 志田未来 Mirai Shida / 神木...
                            2010 / 日本 / 动画 奇幻 冒险
                        ",2010,曾经的那段美好会沉淀为一辈子的记忆。
甜蜜蜜,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2223011274.jpg,126,8.9,448829,"
                            导演: 陈可辛 Peter Chan   主演: 黎明 Leon Lai / 张曼玉 Maggie Cheung / ...
                            1996 / 中国香港 / 剧情 爱情
                        ",1996,相逢只要一瞬间，等待却像是一辈子。
萤火之森,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1675053073.jpg,127,8.9,449811,"
                            导演: 大森贵弘 Takahiro Omori   主演: 佐仓绫音 Ayane Sakura / 内山昂辉 K...
                            2011 / 日本 / 剧情 爱情 动画 奇幻
                        ",2011,触不到的恋人。
驯龙高手,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2210954024.jpg,128,8.7,656889,"
                            导演: 迪恩·德布洛斯 Dean DeBlois / 克里斯·桑德斯 Chris Sanders   主演:...
                            2010 / 美国 / 动画 奇幻 冒险
                        ",2010,和谐的生活离不开摸头与被摸头。
幸福终点站,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p854757687.jpg,129,8.8,475213,"
                            导演: 史蒂文·斯皮尔伯格 Steven Spielberg   主演: 汤姆·汉克斯 Tom Hanks...
                            2004 / 美国 / 喜剧 剧情 爱情
                        ",2004,有时候幸福需要等一等。 
玛丽和马克思,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p488255145.jpg,130,8.9,380787,"
                            导演: 亚当·艾略特 Adam Elliot   主演: 托妮·科莱特 Toni Collette / 菲利...
                            2009 / 澳大利亚 美国 / 剧情 喜剧 动画
                        ",2009,你是我最好的朋友，你是我唯一的朋友 。
时空恋旅人,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2070153774.jpg,131,8.8,530263,"
                            导演: 理查德·柯蒂斯 Richard Curtis   主演: 多姆纳尔·格里森 Domhnall Gl...
                            2013 / 英国 / 喜剧 爱情 奇幻
                        ",2013,把每天当作最后一天般珍惜度过，积极拥抱生活，就是幸福。
大鱼,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p692813374.jpg,132,8.8,496221,"
                            导演: 蒂姆·波顿 Tim Burton   主演: 伊万·麦克格雷格 Ewan McGregor / 阿...
                            2003 / 美国 / 剧情 家庭 奇幻 冒险
                        ",2003,抱着梦想而活着的人是幸福的，怀抱梦想而死去的人是不朽的。
告白,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p689520756.jpg,133,8.8,602136,"
                            导演: 中岛哲也 Tetsuya Nakashima   主演: 松隆子 Takako Matsu / 冈田将生 ...
                            2010 / 日本 / 剧情 悬疑
                        ",2010,没有一人完全善，也没有一人完全恶。
怪兽电力公司,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2513247938.jpg,134,8.7,568006,"
                            导演: 彼特·道格特 Pete Docter / 大卫·斯沃曼 David Silverman   主演: 约...
                            2001 / 美国 / 儿童 喜剧 动画 奇幻 冒险
                        ",2001,不要给它起名字，起了名字就有感情了。
阳光姐妹淘,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1374786017.jpg,135,8.8,533439,"
                            导演: 姜炯哲 Hyeong-Cheol Kang   主演: 沈恩京 Eun-kyung Shim / 闵孝琳 Hy...
                            2011 / 韩国 / 剧情 喜剧
                        ",2011,再多各自牛逼的时光，也比不上一起傻逼的岁月。 
射雕英雄传之东成西就,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2609063925.jpg,136,8.7,555535,"
                            导演: 刘镇伟 Jeffrey Lau   主演: 梁朝伟 Tony Leung Chiu Wai / 林青霞 Bri...
                            1993 / 中国香港 / 喜剧 奇幻 武侠 古装
                        ",1993,百看不厌。 
神偷奶爸,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p792776858.jpg,137,8.6,832084,"
                            导演: 皮艾尔·柯芬 Pierre Coffin / 克里斯·雷纳德 Chris Renaud   主演: ...
                            2010 / 美国 法国 / 喜剧 动画 冒险
                        ",2010,Mr. I Don't Care其实也有Care的时候。
傲慢与偏见,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2016401659.jpg,138,8.7,676501,"
                            导演: 乔·怀特 Joe Wright   主演: 凯拉·奈特莉 Keira Knightley / 马修·...
                            2005 / 法国 英国 美国 / 剧情 爱情
                        ",2005,爱是摈弃傲慢与偏见之后的曙光。
教父3,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2169664351.jpg,139,9.0,308677,"
                            导演: 弗朗西斯·福特·科波拉 Francis Ford Coppola   主演: 阿尔·帕西诺 A...
                            1990 / 美国 / 剧情 犯罪
                        ",1990,任何信念的力量，都无法改变命运。
玩具总动员3,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1283675359.jpg,140,8.9,437117,"
                            导演: 李·昂克里奇 Lee Unkrich   主演: 汤姆·汉克斯 Tom Hanks / 蒂姆·艾...
                            2010 / 美国 / 喜剧 动画 奇幻 冒险
                        ",2010,跨度十五年的欢乐与泪水。
恐怖直播,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2016930906.jpg,141,8.7,561560,"
                            导演: 金秉祐 Byeong-woo Kim   主演: 河正宇 Jung-woo Ha / 李璟荣 Kyeong-y...
                            2013 / 韩国 / 剧情 犯罪 悬疑
                        ",2013,恐怖分子的“秋菊打官司”。
釜山行,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2360940399.jpg,142,8.6,1023707,"
                            导演: 延尚昊 Sang-ho Yeon   主演: 孔侑 Yoo Gong / 郑有美 Yu-mi Jung / 马...
                            2016 / 韩国 / 动作 惊悚 灾难
                        ",2016,揭露人性的丧尸题材力作。
一个叫欧维的男人决定去死,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2406624993.jpg,143,8.9,371199,"
                            导演: 汉内斯·赫尔姆 Hannes Holm   主演: 罗夫·拉斯加德 Rolf Lassgård...
                            2015 / 瑞典 / 剧情
                        ",2015,惠及一生的美丽。
哪吒闹海,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2532803206.jpg,144,9.1,219042,"
                            导演: 王树忱 Shuchen Wang / 严定宪 Dingxian Yan   主演: 梁正晖 Zhenghui ...
                            1979 / 中国大陆 / 冒险 动画 奇幻
                        ",1979,想你时你在闹海。
被解救的姜戈,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1800813767.jpg,145,8.8,520219,"
                            导演: 昆汀·塔伦蒂诺 Quentin Tarantino   主演: 杰米·福克斯 Jamie Foxx /...
                            2012 / 美国 / 剧情 动作 西部 冒险
                        ",2012,热血沸腾，那个低俗、性感的无耻混蛋又来了。
血战钢锯岭,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2398141939.jpg,146,8.7,685972,"
                            导演: 梅尔·吉布森 Mel Gibson   主演: 安德鲁·加菲尔德 Andrew Garfield /...
                            2016 / 澳大利亚 美国 / 剧情 传记 历史 战争
                        ",2016,优秀的战争片不会美化战场，不会粉饰死亡，不会矮化敌人，不会无视常识，最重要的，不会宣扬战争。
未麻的部屋,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1351050722.jpg,147,9.0,258546,"
                            导演: 今敏 Satoshi Kon   主演: 岩男润子 Junko Iwao / 松本梨香 Rica Matsu...
                            1997 / 日本 / 动画 奇幻 惊悚
                        ",1997,好的剧本是，就算你猜到了结局也猜不到全部。
头号玩家,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2516578307.jpg,148,8.7,1188293,"
                            导演: 史蒂文·斯皮尔伯格 Steven Spielberg   主演: 泰伊·谢里丹 Tye Sheri...
                            2018 / 美国 / 动作 科幻 冒险
                        ",2018,写给影迷，动漫迷和游戏迷的一封情书。
七武士,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2215886505.jpg,149,9.3,166086,"
                            导演: 黑泽明 Akira Kurosawa   主演: 三船敏郎 Toshirô Mifune / 志村乔 ...
                            1954 / 日本 / 动作 冒险 剧情
                        ",1954,时代悲歌。
我是山姆,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p652417775.jpg,150,9.0,277874,"
                            导演: 杰茜·尼尔森 Jessie Nelson   主演: Sean Penn / Dakota Fanning / Mi...
                            2001 / 美国 / 剧情 家庭
                        ",2001,爱并不需要智商 。
寄生虫,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2561439800.jpg,151,8.8,1180799,"
                            导演: 奉俊昊 Joon-ho Bong   主演: 宋康昊 Kang-ho Song / 李善均 Seon-gyun...
                            2019 / 韩国 / 剧情 喜剧
                        ",2019,
喜宴,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2249048907.jpg,152,8.9,295747,"
                            导演: 李安 Ang Lee   主演: 赵文瑄 Winston Chao / 郎雄 Sihung Lung / 归亚...
                            1993 / 中国台湾 美国 / 剧情 喜剧 爱情 同性 家庭
                        ",1993,中国家庭的喜怒哀乐忍。
